VIOLATOR_TYPE_CD,MINE_TYPE,COAL_METAL_IND,SIG_SUB,LIKELIHOOD,INJ_ILLNESS,NO_AFFECTED,NEGLIGENCE,SPECIAL_ASSESS,PRIMARY_OR_MILL,ASMT_GENERATED_IND,CONTESTED_IND,VIOLATOR_VIOLATION_CNT,VIOLATOR_INSPECTION_DAY_CNT,ACTIVITY,ACTIVE_SECTIONS,IDLE_SECTIONS,SHAFT_SLOPE_SINK,IMPOUND_CONSTR,BLDG_CONSTR_SITES,DRAGLINES,UNCLASSIFIED_CONSTR,CO_RECORDS,SURF_UG_MINE,SURF_FACILITY_MINE,REFUSE_PILES,EXPLOSIVE_STORAGE,OUTBY_AREAS,MAJOR_CONSTR,SHAFTS_SLOPES,IMPOUNDMENTS,MISC_AREA,PROGRAM_AREA,SAMPLE_CNT_AIR,SAMPLE_CNT_DUSTSPOT,SAMPLE_CNT_DUSTSURVEY,SAMPLE_CNT_RESPDUST,SAMPLE_CNT_NOISE,SAMPLE_CNT_OTHER,NBR_INSPECTORS,TOTAL_ON_SITE_HOURS,TOTAL_INSP_HOURS,COAL_METAL_IND,TOTAL_ON_SITE_HRS_SPVR_TRAINEE,TOTAL_INSP_HRS_SPVR_TRAINEE,PRIMARY_SIC,PRIMARY_CANVASS,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,AVG_MINE_HEIGHT,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,20,14,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,18,15,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,17,14,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,1,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,LowNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,10,6,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,0,0,0,0,3,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,13,8,M,0,0,"Crushed, Broken Granite",Stone,N,,5,10,1,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,2,29,18,M,14,9,"Dimension Stone NEC",Stone,N,,5,8,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,2,37,26,M,18,13,"Dimension Sandstone",Stone,N,,5,8,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,7,4,M,0,0,"Common Shale",Nonmetal,Y,26,5,10,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,LowNegligence,N,Primary,N,N,0,0,"PART 50 AUDIT",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--PART 50 AUDIT",0,0,0,0,0,0,1,7,5,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,19,14,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,5,12,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,6,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,6,12,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,17,11,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,8,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,34,20,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,13,8,M,0,0,"Crushed, Broken Limestone NEC",Stone,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,10,5,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,8,4,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,1,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,10,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,5,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,14,6,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,2,0,4,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,9,4,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,5,8,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,19,10,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,8,1,0,3,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,12,6,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,25,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,2,4,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,9,4,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,4,4,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,17,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,11,10,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,9,5,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,3,"Regular Safety and Health Inspection",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--Regular Safety and Health Inspection",0,0,0,0,0,0,1,15,5,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,50,22,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,11,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,71,38,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,0,10,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,90,56,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,0,17,Y,0,N,N,N
Contractor,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,31,14,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,5,10,1,0,3,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,25,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,0,0,0,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,2,41,23,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,1,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,11,4,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,N,0,0,"MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,1,6,1,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,0,0,0,1,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,31,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,LowNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,37,16,M,0,0,"Sand, Industrial NEC",Nonmetal,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,34,18,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,5,8,1,0,3,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,32,16,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,11,5,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,8,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,9,6,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,24,17,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,5,8,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,N,0,0,"MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,1,3,1,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,20,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,8,1,0,1,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,41,27,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,5,8,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,23,15,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,HighNegligence,N,Primary,N,N,0,0,"VERBAL HAZARD COMPLAINT",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--VERBAL HAZARD COMPLAINT",0,0,0,0,0,0,1,9,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,1,11,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,18,7,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,3,8,1,0,3,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,47,23,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,30,16,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,14,6,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,4,10,1,0,3,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,HighNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,16,5,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,2,9,4,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,8,1,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"ACCIDENT INVESTIGATION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--ACCIDENT INVESTIGATION",0,0,0,0,0,0,1,54,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,1,12,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,23,10,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,15,8,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,5,8,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,HighNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,34,19,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,26,3,8,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,9,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,2,8,1,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,6,4,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,5,10,1,0,3,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,4,2,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,1,3,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,9,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,28,19,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,11,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Fatal,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,14,6,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,55,5,10,1,0,3,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,20,14,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,5,10,1,0,2,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,LostDays,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,36,22,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,5,10,1,0,4,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,HighNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,29,15,M,0,0,"Crushed, Broken Limestone NEC",Stone,Y,55,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,9,3,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,26,15,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,6,12,1,0,0,Y,0,N,N,N
Operator,Surface,M,N,Unlikely,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,21,12,M,0,0,"Construction Sand and Gravel",SandAndGravel,N,,4,10,1,0,3,Y,0,N,N,N
Operator,Surface,M,Y,Reasonably,Permanent,1,ModNegligence,N,Primary,N,N,0,0,"REGULAR INSPECTION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--REGULAR INSPECTION",0,0,0,0,0,0,1,20,14,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,18,0,0,0,0,0,Y,0,N,N,N
Operator,Surface,M,N,NoLikelihood,NoLostDays,0,ModNegligence,N,Primary,N,N,0,0,"MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,"M/NM--MISCELLANEOUS INSPECTION/INVESTIGATION",0,0,0,0,0,0,1,2,1,M,0,0,"Construction Sand and Gravel",SandAndGravel,Y,18,0,0,0,0,0,Y,0,N,N,N
